CL_IRFCL_INDICATOR_PUB,International Reserves and Foreign Currency Liquidity (IRFCL) Indicator
IRFCLDT3_IRFCL5_SM1MUT3M_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Long positions"
IRFCLDT3_IRFCL5_SUTM_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Long positions"
IRFCLDT3_IRFCL5_SUTM_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Long positions"
IRFCLDT3_IRFCL5_SUTM_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC17_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC17_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC17_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SUTM_EC17_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SUTM_EC17_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SUTM_EC17_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC17_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC17_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC17_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought calls, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC9_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC9_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC9_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SUTM_EC9_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SUTM_EC9_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SUTM_EC9_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC9_LP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC9_LP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC9_LP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Puts, Long positions"
IRFCLDT3_IRFCL5_SM1MUT3M_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Short positions"
IRFCLDT3_IRFCL5_SUTM_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Short positions"
IRFCLDT3_IRFCL5_SUTM_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Short positions"
IRFCLDT3_IRFCL5_SUTM_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC2_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC2_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC2_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SUTM_EC2_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SUTM_EC2_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SUTM_EC2_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC2_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC2_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC2_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought Puts, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC1_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC1_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SM1MUT3M_EC1_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 1 and up to 3 months, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SUTM_EC1_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SUTM_EC1_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SUTM_EC1_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC1_SHP_EUR_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC1_SHP_USD_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Calls, Short positions"
IRFCLDT3_IRFCL5_SM3MUTY_EC1_SHP_XDC_IRFCL13,"Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Calls, Short positions"
IRFCLDT1_IRFCL54_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets and other foreign currency assets"
IRFCLDT1_IRFCL54_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets and other foreign currency assets"
IRFCLDT1_IRFCL54_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets and other foreign currency assets"
IRFCLDT1_IRFCL65_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets"
IRFCLDT1_IRFCL55_PT_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets by predetermined short term net drains on foreign currency assets ratio"
IRFCLDT1_IRFCL65_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets"
IRFCLDT1_IRFCL65_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve assets"
IRFCLDT1_IRFCLCDCFC_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies)"
IRFCLDT1_IRFCLCDCFC_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies)"
IRFCLDT1_IRFCLCDCFC_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies)"
IRFCLDT1_IRFCLCDCFCE_EUR_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies) with EUROs"
IRFCLDT1_IRFCLCDCFCU_USD_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies) with US Dollars"
IRFCLDT1_IRFCLCDCFCD_XDC_IRFCL13,"Official Reserve Assets and Other Foreign Currency Assets (approximate market value), Official reserve currency and deposits (in convertible foreign currencies) with Domestic Currency"
